ID,Generic Name,Brand Name,Therapeutic Class,Broad Category,Description,Indication
RAW_1295,tafenoquine succinate,Krintafel,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Glaxosmithkline. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_1296,tagraxofusp,Elzonris,CD123 Interaction [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Stemline Therapeutics Inc. Formulation: Solution for Injection administration.,Used as a therapeutic agent for indications related to: CD123 Interaction [EPC].
RAW_1297,talazoparib,Talzenna,Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Pfizer. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_1298,talc,Sclerosol,Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Sciarra Labs. Formulation: Aerosol for Intrapleural administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_1299,taletrectinib,Ibtrozi,Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Nuvation. Formulation: Capsule for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_1300,taliglucerase alfa,Elelyso,Hydrolytic Lysosomal Glucocerebroside-specific Enzyme [EPC],Central Nervous System,FDA Approved Prescription Drug. Manufactured by Pfizer. Formulation: Powder for Intravenous administration.,Used as a therapeutic agent for indications related to: Hydrolytic Lysosomal Glucocerebroside-specific Enzyme [EPC].
RAW_1301,talquetamab,Talvey,Unknown Class,Central Nervous System,FDA Approved Prescription Drug. Manufactured by Janssen Biotech. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_1302,tamoxifen citrate,Soltamox,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Mayne Pharma Commrcl. Formulation: Solution for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_1303,tapinarof,Vtama,Aryl Hydrocarbon Receptor Agonist [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Organon Llc. Formulation: Cream for Topical administration.,Used as a therapeutic agent for indications related to: Aryl Hydrocarbon Receptor Agonist [EPC].
RAW_1304,tasimelteon,"Hetlioz, Hetlioz Lq",Melatonin Receptor Agonist [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Vanda Pharms Inc. Formulation: Capsule for Oral administration.,Used as a therapeutic agent for indications related to: Melatonin Receptor Agonist [EPC].
RAW_1305,taurolidine and heparin,Defencath,Anti-coagulant [EPC],Respiratory & Allergy,FDA Approved Prescription Drug. Manufactured by Cormedix. Formulation: Solution for N/A administration.,Used as a therapeutic agent for indications related to: Anti-coagulant [EPC].
RAW_1306,tazarotene,"Arazlo, Tazorac",Retinoid [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Almirall. Formulation: Cream for Topical administration.,Used as a therapeutic agent for indications related to: Retinoid [EPC].
RAW_1307,tazemetostat hydrobromide,Tazverik,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Epizyme Inc. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_1308,tbo-filgrastim,Granix,Leukocyte Growth Factor [EPC],Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Sicor Biotech. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Leukocyte Growth Factor [EPC].
RAW_1309,tebentafusp,Kimmtrak,Bispecific gp100 Peptide-HLA-directed CD3 T Cell Engager [EPC],Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Immunocore Ltd. Formulation: Injectable for Injection administration.,Used as a therapeutic agent for indications related to: Bispecific gp100 Peptide-HLA-directed CD3 T Cell Engager [EPC].
RAW_1310,"tebipenem, pivoxil",Utebzi,Unknown Class,Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Glaxosmithkline Llc. Formulation: Tablet for Oral administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_1311,teclistamab,Tecvayli,Unknown Class,Oncology & Immunology,FDA Approved Prescription Drug. Manufactured by Janssen Biotech. Formulation: Injectable for Injection administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_1312,tecovirimat monohydrate,Tpoxx,Orthopoxvirus VP37 Envelope Wrapping Protein Inhibitor [EPC],Antimicrobials & Infectious Diseases,FDA Approved Prescription Drug. Manufactured by Siga Technologies. Formulation: Solution for Intravenous administration.,Used as a therapeutic agent for indications related to: Orthopoxvirus VP37 Envelope Wrapping Protein Inhibitor [EPC].
RAW_1313,tedizolid phosphate,Sivextro,Unknown Class,Miscellaneous / Other,FDA Approved Prescription Drug. Manufactured by Cubist Pharms Llc. Formulation: Powder for Intravenous administration.,Therapeutic classification and specific indication data are not natively provided in this dataset.
RAW_1314,teduglutide,Gattex,GLP-2 Analog [EPC],Endocrine & Metabolic,FDA Approved Prescription Drug. Manufactured by Takeda Pharms Usa. Formulation: Powder for Subcutaneous administration.,Used as a therapeutic agent for indications related to: GLP-2 Analog [EPC].
